# source, target, certainty, references, evidence
253,294,3,"array([19, 35, 40, 41, 42, 56], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,295,3,"array([19, 35, 41, 42, 57], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,296,3,"array([19, 35, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,303,3,"array([19, 40, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,304,3,"array([19, 41, 42, 69], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,388,3,"array([19, 41, 42, 74], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,436,3,"array([19, 40, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,458,3,"array([19, 31, 40, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,460,3,"array([19, 40, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,462,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,463,3,"array([19, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,464,3,"array([19, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
253,473,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
253,474,3,"array([19, 39, 41, 40, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
253,489,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,491,3,"array([19, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,492,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,493,3,"array([19, 41, 42, 45], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,494,3,"array([19, 41, 42, 45], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,495,2,"array([19, 29, 42, 45], dtype=int16)","array([4, 5], dtype=int16)"
253,496,3,"array([12, 19, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,497,3,"array([ 2, 16, 19, 35, 41, 42], dtype=int16)","array([1, 4, 5], dtype=int16)"
253,498,3,"array([19, 41, 42], dtype=int16)","array([2, 4, 5], dtype=int16)"
253,499,3,"array([19, 41, 42], dtype=int16)","array([ 4,  5, 10], dtype=int16)"
253,500,3,"array([40, 41], dtype=int16)","array([ 4,  5,  9, 10], dtype=int16)"
253,534,3,"array([39, 41], dtype=int16)","array([4, 5, 8], dtype=int16)"
253,535,2,"array([16, 41], dtype=int16)","array([4, 5], dtype=int16)"
253,540,2,"array([19, 41, 42], dtype=int16)","array([4, 5], dtype=int16)"
254,249,3,"array([19, 31, 36, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,254,3,"array([19, 42], dtype=int16)","array([4, 5, 8], dtype=int16)"
254,280,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,291,3,"array([19, 42, 45], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,294,3,"array([19, 35, 40, 42, 56], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,295,3,"array([19, 31, 42, 57], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,296,3,"array([19, 35, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,303,3,"array([19, 40, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,304,3,"array([19, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,398,3,"array([19, 31, 39, 42, 71], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,436,3,"array([19, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,437,3,"array([19, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,438,3,"array([ 6, 19, 42], dtype=int16)","array([3, 4, 5, 8], dtype=int16)"
254,439,3,"array([19, 38, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,440,3,"array([ 6, 19, 42], dtype=int16)","array([3, 4, 5, 8], dtype=int16)"
254,458,3,"array([19, 42, 74], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,459,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,460,3,"array([19, 40, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,461,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,462,3,"array([ 19,  42, 194], dtype=int16)","array([1, 2, 4, 5, 6, 8], dtype=int16)"
254,463,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,464,3,"array([19, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,469,3,"array([19, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,476,3,"array([19, 31, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,488,3,"array([19, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,491,3,"array([19, 39, 40, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,492,3,"array([19, 39, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,493,3,"array([19, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,494,3,"array([19, 39, 41, 42], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,495,3,"array([19, 42, 45], dtype=int16)","array([4, 5, 8], dtype=int16)"
254,496,3,"array([19, 42, 45], dtype=int16)","array([4, 5, 8], dtype=int16)"
254,497,3,"array([19, 42, 45], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
254,498,3,"array([12, 19, 42], dtype=int16)","array([2, 4, 5, 6, 8], dtype=int16)"
254,499,3,"array([16, 19, 41, 42], dtype=int16)","array([ 4,  5,  8, 10], dtype=int16)"
254,519,3,"array([ 6, 19, 31, 41, 42, 80], dtype=int16)","array([4, 5, 7, 8], dtype=int16)"
254,537,3,"array([ 6, 19, 42], dtype=int16)","array([1, 3, 4, 5, 8], dtype=int16)"
254,541,3,"array([19, 42], dtype=int16)","array([4, 5, 8], dtype=int16)"
255,38,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,249,3,"array([19, 31, 36], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,256,3,"array([19, 39, 40], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,273,3,"array([ 19, 195], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
255,274,3,"array([19], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
255,295,3,"array([19, 31, 57], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,296,3,"array([19, 35], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,304,3,"array([19, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,349,3,"array([19, 63], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,402,3,"array([19, 69], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,435,3,"array([19, 31], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,436,3,"array([19, 39], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,438,3,"array([  6,  19, 191], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
255,439,3,"array([19, 38, 39], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,440,3,"array([ 6, 19], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
255,446,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,458,3,"array([19, 74], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,459,3,"array([19, 39, 41], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
255,461,3,"array([19, 39, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,463,3,"array([19, 39, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,464,3,"array([19, 39], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
255,469,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,474,3,"array([19], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
255,477,3,"array([19, 40, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,478,3,"array([19, 40, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,489,3,"array([19, 39, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,491,3,"array([19, 39, 40], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,492,3,"array([19, 39], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,493,3,"array([19, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,494,3,"array([19, 39, 41], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,495,3,"array([19, 45], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,496,3,"array([19, 45], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,497,3,"array([19, 45], dtype=int16)","array([1, 4, 5], dtype=int16)"
255,500,3,"array([ 2, 16, 19, 41], dtype=int16)","array([ 1,  4,  5,  9, 10], dtype=int16)"
255,525,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
256,0,2,"array([ 1,  2, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
256,8,2,"array([ 2,  4, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
256,16,2,"array([ 3,  4, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
256,27,2,"array([11, 12, 15, 16, 39, 40], dtype=int16)","array([1, 5], dtype=int16)"
256,29,3,"array([ 6, 19, 10, 11, 39, 40], dtype=int16)","array([1, 3], dtype=int16)"
256,30,3,"array([11, 12, 39, 40], dtype=int16)","array([1, 3], dtype=int16)"
256,31,2,"array([12, 33, 39, 40], dtype=int16)","array([1, 5], dtype=int16)"
256,32,2,"array([12, 33, 39, 40], dtype=int16)","array([1, 5], dtype=int16)"
256,68,2,"array([ 2, 11, 18, 38, 39], dtype=int16)","array([1, 9], dtype=int16)"
256,70,1,"array([ 2, 22, 39, 40], dtype=int16)","array([1], dtype=int16)"
256,83,1,"array([ 2, 39, 40], dtype=int16)","array([1], dtype=int16)"
256,231,1,"array([30, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
256,232,1,"array([ 1, 11, 32, 39, 40], dtype=int16)","array([1], dtype=int16)"
256,234,1,"array([33, 39, 40], dtype=int16)","array([1], dtype=int16)"
256,241,2,"array([35, 39, 40], dtype=int16)","array([1, 5], dtype=int16)"
256,242,3,"array([ 6, 31, 35, 39, 40], dtype=int16)","array([1, 2, 7], dtype=int16)"
256,243,2,"array([35, 39, 40], dtype=int16)","array([1, 7], dtype=int16)"
256,244,2,"array([ 31,  39,  40, 191], dtype=int16)","array([1, 2], dtype=int16)"
256,245,2,"array([31, 39, 40], dtype=int16)","array([1, 2], dtype=int16)"
256,246,2,"array([11, 39, 40], dtype=int16)","array([1, 7], dtype=int16)"
256,247,1,"array([35, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,69,1,"array([12, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,70,1,"array([18, 22, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,71,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,72,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,73,1,"array([11, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,74,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,85,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,86,1,"array([11, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,87,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,88,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,89,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,97,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,101,1,"array([11, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,108,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,111,1,"array([ 39,  40, 191], dtype=int16)","array([1], dtype=int16)"
257,124,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,125,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,160,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,198,1,"array([ 18,  39,  40, 191], dtype=int16)","array([1], dtype=int16)"
257,201,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,202,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,216,3,"array([18, 39, 40], dtype=int16)","array([1, 3, 7, 9], dtype=int16)"
257,260,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
257,261,1,"array([39, 40], dtype=int16)","array([1], dtype=int16)"
257,272,3,"array([39, 40, 42, 43], dtype=int16)","array([1, 4, 5], dtype=int16)"
258,75,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,76,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,77,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,78,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,90,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,91,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,92,3,"array([18, 19, 20], dtype=int16)","array([1, 3, 4], dtype=int16)"
258,94,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,95,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,96,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,97,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,98,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,99,2,"array([12, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,100,2,"array([ 18,  39, 191], dtype=int16)","array([1, 4], dtype=int16)"
258,101,2,"array([12, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,102,2,"array([18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,103,2,"array([ 19,  39, 191], dtype=int16)","array([1, 4], dtype=int16)"
258,104,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,105,2,"array([19, 23, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,106,2,"array([12, 18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,107,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,108,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,109,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,112,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,113,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,117,2,"array([18, 19, 24, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,122,2,"array([18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,124,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,125,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,126,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,127,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,128,2,"array([12, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,129,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,130,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,131,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,132,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,133,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,134,2,"array([ 4, 12, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,135,2,"array([12, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,138,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,139,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,140,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
258,141,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,142,2,"array([19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,153,2,"array([14, 18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,154,2,"array([18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,155,2,"array([14, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,156,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,157,2,"array([12, 19, 25, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,158,2,"array([19, 25, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,159,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,162,2,"array([18, 19], dtype=int16)","array([1, 4], dtype=int16)"
258,163,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,164,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,168,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,171,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,172,2,"array([12, 18, 19, 26, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,173,2,"array([18, 19, 26, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,174,2,"array([18, 19, 26, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,175,2,"array([18, 19, 24, 27, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,176,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,177,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,178,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,179,2,"array([14, 18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,180,2,"array([14, 18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,184,2,"array([ 19,  39, 191], dtype=int16)","array([1, 4], dtype=int16)"
258,185,2,"array([18, 19, 22, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,192,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,193,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,194,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,195,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,196,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,199,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,200,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,204,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,205,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,206,2,"array([18, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,207,2,"array([14, 18, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,208,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,209,2,"array([19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,212,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,213,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,214,2,"array([14, 19, 39], dtype=int16)","array([1, 4], dtype=int16)"
258,216,3,"array([  1,  39,  40, 196], dtype=int16)","array([1, 2, 3, 4, 5, 7, 9], dtype=int16)"
259,38,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,71,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,72,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,73,3,"array([12, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,80,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,81,3,"array([ 19, 191], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,82,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,83,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,84,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,85,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,86,3,"array([12, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,87,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,88,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,89,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,93,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,94,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,100,3,"array([ 19, 191], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,107,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,108,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,111,3,"array([ 19, 191], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,121,3,"array([18, 24, 39], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,124,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,125,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,126,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,127,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,128,3,"array([12, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,136,3,"array([12, 14, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,146,3,"array([14, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,161,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,178,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,179,3,"array([ 4, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,180,3,"array([14, 18, 19, 22], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,181,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,190,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,191,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,197,3,"array([14, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,198,3,"array([ 19, 191], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,199,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,200,3,"array([14, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,201,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,202,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,203,3,"array([12, 18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,204,3,"array([12, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,205,3,"array([19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,206,3,"array([18, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
259,218,3,"array([14, 19], dtype=int16)","array([1, 4, 5], dtype=int16)"
