# index, organization, location, vid, name, gender, _pos
1278,0,,4295,Per Arne Johnsen,1,"array([  6.54007018, -13.10137382])"
1279,0,,4649,Rolf Tore Spjelkavik,1,"array([  7.18780443, -12.286715  ])"
1280,910747711,0278 OSLO,244,ORKLA ASA,0,"array([-6.75269915,  6.70983916])"
1281,0,,472,Åse Aulie Michelet,2,"array([-6.22478758,  5.80689207])"
1282,0,,714,Bjørg Ven,2,"array([-9.02610307,  8.42679684])"
1283,0,,2495,Jane Maria Birgitta Stymne Gøransson,2,"array([-7.13745205,  7.92183643])"
1284,0,,3422,Lennart Christer Ivan Jeansson,1,"array([-8.09698787,  6.46385948])"
1285,0,,4874,Stein Erik Hagen,1,"array([-5.8962224 ,  7.11332489])"
1286,0,,5069,Svein Sigurd Jacobsen,1,"array([-6.20521665,  8.00507631])"
1287,985141088,8408 SANDSET,245,ORRELEIK ASA,0,"array([42.26164696,  8.85335474])"
1288,0,,1706,Gro Fjellheim,2,"array([41.52297177,  9.6253622 ])"
1289,0,,3320,Lars Martin Fjellheim,1,"array([42.05579858,  7.80188613])"
1290,0,,4473,Ragnhild Aaberg,2,"array([43.31601122,  9.0370464 ])"
1291,983268633,0152 OSLO,246,OSLO B&Oslash;RS ASA,0,"array([-18.98238442,  14.51762239])"
1292,0,,570,Benedicte Elisabeth Schilbred Fasmer,2,"array([-18.18512628,  14.58536384])"
1293,0,,1648,Georg Størmer,1,"array([-20.01678273,  14.46338025])"
1294,0,,3404,Leif Teksum,1,"array([-19.71592607,  15.83256684])"
1295,0,,3589,Mari Thjømøe,2,"array([-18.68636343,  13.81138058])"
1296,0,,5073,Svein Støle,1,"array([-19.64634016,  15.02910364])"
1297,983268617,0152 OSLO,247,OSLO B&Oslash;RS VPS HOLDING ASA,0,"array([-19.5776685 ,  13.77741493])"
1298,0,,701,Bjarne Rogdaberg,1,"array([-19.09197364,  12.5147417 ])"
1299,0,,1032,Claes Henrik Unger,1,"array([-20.89569394,  12.89376846])"
1300,0,,3848,Morten Nordby,1,"array([-20.06628693,  12.46437415])"
1301,0,,4989,Stine Fjell,2,"array([-21.04028177,  13.76951264])"
1302,990216924,0020 OSLO,248,OSLO CLEARING ASA,0,"array([-18.7877292 ,  15.19247081])"
1303,0,,597,Bente Avnung Landsnes,2,"array([-19.34857971,  16.83387422])"
1304,837088852,0158 OSLO,249,OTRUM ASA,0,"array([-11.65110932, -16.93462764])"
1305,0,,233,Anne Helga Seltveit,2,"array([-12.95662143, -16.94073041])"
1306,0,,2114,Henning Olset,1,"array([-12.78539335, -17.92216506])"
1307,0,,3208,Kristin Blix-Elton,2,"array([-11.88649606, -18.39779074])"
1308,0,,5599,Trond Vernegg,1,"array([-10.97998027, -17.8329303 ])"
1309,990906475,0250 OSLO,251,PARETO BANK ASA,0,"array([19.53391679, 17.04083449])"
1310,0,,3747,Mette Kristin Andersen,2,"array([20.79819281, 17.51628982])"
1311,0,,5416,Torbjørn Lindrup Bjørklund,1,"array([19.4201071 , 18.12253578])"
1312,0,,5507,Tormod Schartum,1,"array([20.74693726, 16.53148772])"
1313,0,,5669,Vibeke Heidenreich,2,"array([20.30474823, 18.40859806])"
1314,989816551,0250 OSLO,252,PARETO EIENDOMSKAPITAL ASA,0,"array([-40.29128912, -13.57381839])"
1315,0,,886,Carl Astrup,1,"array([-41.35767968, -13.36468784])"
1316,0,,2759,Jørgen Pran,1,"array([-39.84855924, -12.59047625])"
1317,0,,4810,Sissel Olsvik,2,"array([-39.74156922, -14.64198768])"
1318,992043784,0114 OSLO,253,PARETO ENERGY SOLUTIONS INVESTOR ASA,0,"array([-29.67548731,  41.42904952])"
1319,0,,320,Arild Inge Aubert,1,"array([-30.6433342,  40.5300354])"
1320,0,,1903,Hans Gunnar Martinsen,1,"array([-29.68117785,  40.52346928])"
1321,0,,5336,Tommy Jørgensen,1,"array([-30.14552143,  42.36494719])"
1322,891151322,0250 OSLO,254,PARETO OFFSHOREKAPITAL ASA,0,"array([-39.15935696, -15.69947686])"
1323,0,,5607,Truls August Christensen,1,"array([-38.07464073, -15.76479145])"
1324,0,,5727,Wilhelm Christian Magelssen,1,"array([-39.4447202 , -16.75477461])"
1325,892042942,0114 OSLO,255,PARETO OFFSHOREKAPITAL II ASA,0,"array([-30.63868502,  41.44810313])"
1326,990842183,0250 OSLO,256,PARETO SHIPPINGKAPITAL II ASA,0,"array([-30.17084256,  39.51590404])"
1327,0,,3496,Liv Randi Høydahl Ohme,2,"array([-30.20349779,  38.44209332])"
1328,991036393,0377 OSLO,257,PCI BIOTECH HOLDING ASA,0,"array([-0.53868116, 17.75542259])"
1329,0,,2243,Inger Charlotte Ferner Heglund,2,"array([-1.01856403, 18.94669074])"
1330,0,,3111,Kjetil Hestdal,1,"array([-0.042962  , 18.75012033])"
1331,987358920,0116 OSLO,258,PETROJACK ASA,0,"array([  7.36995767, -17.5171883 ])"
1332,0,,5188,Terje Olav Hellebø,1,"array([  7.41378755, -19.72096417])"
1333,916235291,1366 LYSAKER,259,PETROLEUM GEO-SERVICES ASA,0,"array([-8.63456201,  4.72615331])"
1334,0,,1081,Daniel Joseph Piette,1,"array([-9.53791784,  4.38866502])"
1335,0,,1500,Francis Robert Gugen,1,"array([-9.97266587,  5.16782782])"
1336,0,,1970,Harald Johan Norvik,1,"array([-9.46465069,  6.11190632])"
1337,0,,2167,Holly Ann Van Deursen,2,"array([-8.73888314,  3.5155459 ])"
1338,977321484,0116 OSLO,260,PETROLIA DRILLING ASA,0,"array([  7.51307528, -21.47563821])"
1339,0,,1731,Gun Marit Stenersen,2,"array([  6.76940213, -22.50192741])"
1340,0,,3126,Klaus Peter Tollefsen,1,"array([  8.69307518, -21.91846494])"
1341,0,,3387,Leif Holst,1,"array([  7.8481048 , -22.63218368])"
1342,0,,5650,Unni Fossberg Tefre,2,"array([  6.36146723, -21.58376042])"
1343,987727713,0116 OSLO,261,PETROMENA ASA,0,"array([  6.20454683, -15.67063363])"
1344,0,,2140,Hilde Charlotte Thon,2,"array([  5.3881876 , -16.42067942])"
1345,967598593,0377 OSLO,262,PHOTOCURE ASA,0,"array([38.2775571 ,  7.30373296])"
1346,0,,675,Birgit Agneta Stattin Norinder,2,"array([37.13130196,  7.15082888])"
1347,0,,1328,Erik Engebretsen,1,"array([38.07662507,  6.13732074])"
1348,0,,2713,Jon Hindar,1,"array([37.77653664,  8.37436672])"
1349,0,,2866,Kari Eian Krogstad,2,"array([39.08559964,  8.12914556])"
1350,0,,3296,Lars Gunnar Lindegren,1,"array([39.30129202,  6.70705454])"
1351,985145253,2208 KONGSVINGER,263,PLANTASJEN ASA,0,"array([-18.57030935, -18.56310186])"
1352,0,,2531,Jeanne Stampe,2,"array([-18.99137573, -19.5631616 ])"
1353,0,,3293,Lars Fredrik Windfeldt,1,"array([-17.52593978, -18.48372215])"
1354,0,,5467,Tore Thorstensen,1,"array([-19.05670614, -17.62466628])"
1355,992614145,7080 HEIMDAL,264,POLARIS MEDIA ASA,0,"array([  3.72196495, -36.53643138])"
1356,0,,4303,Per Axel Koch,1,"array([  4.36347878, -37.46529178])"
1357,0,,4613,Rolf Asgeir Erstad,1,"array([  2.82822943, -37.18595273])"
1358,960102215,3228 SANDEFJORD,265,POLYDISPLAY ASA,0,"array([-44.70538083,   3.22943247])"
1359,0,,922,Catherine Gianelly Myren,2,"array([-43.942     ,   4.13493024])"
1360,0,,1307,Eric Cameron,1,"array([-45.24024151,   4.35366613])"
1361,0,,3330,Lars Ole Sixten Skarin,1,"array([-45.93157698,   3.23510552])"
1362,0,,5258,Thor Gullik Kamfjord,1,"array([-45.20525588,   2.14618502])"
1363,991910867,5003 BERGEN,266,POSTBANKEN EIENDOMSFOND ASA,0,"array([  3.35897085, -21.24743032])"
1364,0,,112,Anders Tom Aagenæs,1,"array([  3.0065477 , -22.10354872])"
1365,0,,4182,Øystein Stephansen,1,"array([  2.14451869, -21.58589415])"
1366,976574958,7037 TRONDHEIM,267,POWEL ASA,0,"array([ 2.87850701, 18.91740071])"
1367,0,,280,Annette Marianne Berkhahn,2,"array([ 2.21909662, 20.02472269])"
1368,0,,469,Asbjørn Resell Søvik,1,"array([ 1.98321105, 18.73533105])"
1369,990357242,9008 TROMS&Oslash;,268,PROBIO ASA,0,"array([-35.98559098,   0.90530944])"
1370,0,,2049,Heidi Johansen,2,"array([-35.24421516,   1.93091876])"
1371,0,,2924,Karl Johan Jakola,1,"array([-36.19595117,  -0.33271075])"
1372,0,,2941,Karoline Nystrøm,2,"array([-37.16649781,   1.37964871])"
1373,0,,3177,Knut Rosness,1,"array([-36.34247836,   2.11902274])"
1374,0,,3430,Lill Beate Pedersen,2,"array([-35.10305498,  -0.04810152])"
1375,0,,3538,Magne Ruus Simensen,1,"array([-37.11819479,   0.28853273])"
1376,0,,4877,Stein Gunnar Ulve,1,"array([-34.67060321,   0.97170245])"
1377,964620970,0160 OSLO,269,PROCORP ASA,0,"array([ 26.45382682, -14.98538735])"
1378,0,,656,Bernt Stilluf Karlsen,1,"array([ 26.62480143, -13.93670737])"
1379,0,,4632,Rolf Karsten Smith,1,"array([ 25.53656984, -15.49911141])"
1380,0,,4799,Siri Solheim,2,"array([ 27.32653042, -15.5415837 ])"
1381,988028495,1366 LYSAKER,270,PRONOVA BIOPHARMA ASA,0,"array([15.59010329, 15.354984  ])"
1382,0,,1666,Gert Wilhelm Munthe,1,"array([16.46921925, 16.23917564])"
1383,0,,2578,Jo Erik Johnsrud Klaveness,1,"array([15.61804063, 16.79538811])"
1384,0,,2580,Jo Olav Lunder,1,"array([19.10138079, 14.85292023])"
1385,0,,4541,Rikke Kathrine Tobiasson Reinemo,2,"array([14.78683141, 16.13163032])"
1386,985279721,0255 OSLO,271,PROTECTOR FORSIKRING ASA,0,"array([-26.60862066, -25.5856396 ])"
1387,0,,569,Benedicte Elisabeth Bakke Agerup,2,"array([-26.17604265, -24.52338483])"
1388,0,,1673,Giuditta Cordero Moss,2,"array([-27.6399107, -25.1752548])"
1389,0,,2762,Jørgen Stang Heffermehl,1,"array([-27.10001347, -26.60875913])"
1390,0,,2807,Jostein Sørvoll,1,"array([-25.56872388, -26.02610631])"
1391,982769221,2005 R&AElig;LINGEN,272,PSI GROUP ASA,0,"array([-21.70771372,  33.01255712])"
1392,0,,605,Bente Holm Mejdell,2,"array([-20.84351175,  32.14349528])"
1393,0,,618,Bente Sollid-Hansen,2,"array([-22.04354635,  34.46263268])"
1394,0,,1372,Erik Ronny Pinnås,1,"array([-20.63380933,  33.37216702])"
1395,0,,3379,Leif Flemming Bakke,1,"array([-22.82512895,  32.81337055])"
1396,0,,4249,Patrick Sandahl,1,"array([-22.07447535,  31.83509218])"
1397,935487242,7044 TRONDHEIM,273,Q-FREE ASA,0,"array([ -8.45673009, -13.11295655])"
1398,0,,4113,Ole Jørgen Fredriksen,1,"array([ -8.96731655, -14.17376545])"
1399,0,,5493,Torild Skogsholm,2,"array([ -9.47587998, -12.69980666])"
1400,991697918,2027 KJELLER,274,RAINPOWER ASA,0,"array([-34.54937483,  37.78788445])"
1401,0,,833,Børre Loe Nordheim-Larsen,1,"array([-35.57577769,  37.48459654])"
1402,0,,4804,Sissel Elisabeth Bache,2,"array([-34.38818018,  38.86208755])"
1403,0,,5406,Tor Søve Syverud,1,"array([-33.71772056,  37.12174052])"
1404,963191383,1395 HVALSTAD,276,READ ASA,0,"array([-20.74491153,  27.13555818])"
1405,0,,110,Anders Thuve,1,"array([-21.60882216,  28.14043637])"
1406,0,,5446,Tore Kjos,1,"array([-21.94154789,  26.98599464])"
1407,0,,5492,Torild Bratt Lothe,2,"array([-20.39851557,  28.27774856])"
1408,989284339,6090 FOSNAV&Aring;G,277,REM OFFSHORE ASA,0,"array([13.97515337, 20.82038054])"
1409,0,,274,Annelise Kleven Godø,2,"array([15.09349063, 21.16683122])"
1410,0,,1047,Dag-Erik Rasmussen,1,"array([15.14760934, 22.82179853])"
1411,0,,1999,Harold Magne Sævik,1,"array([14.08200546, 21.99652103])"
1412,987904097,4020 STAVANGER,278,REMORA ASA,0,"array([ 7.22520069, -8.73757675])"
1413,0,,1251,Elisabeth Aarvaag,2,"array([  7.65701772, -10.125221  ])"
1414,0,,2922,Karl Henrik Hallin,1,"array([ 6.73562359, -9.80401366])"
1415,0,,5763,Yuhong Jin Hermansen,2,"array([ 8.37604261, -9.34962408])"
1416,977258561,1337 SANDVIKA,279,RENEWABLE ENERGY CORPORATION ASA,0,"array([-36.70259331,  14.60098676])"
1417,0,,977,Christian Berg,1,"array([-36.38486207,  15.92111398])"
1418,0,,2251,Inger Johanne Solhaug,2,"array([-37.0089648 ,  13.33759957])"
1419,0,,3450,Line Geheb,2,"array([-37.8684023,  13.9169526])"
1420,0,,3565,Marcel Egmond Brenninkmeijer,1,"array([-37.37058994,  15.71507924])"
1421,0,,4095,Ole Enger,1,"array([-36.00131292,  13.4489446 ])"
1422,0,,4556,Roar Engeland,1,"array([-35.42902673,  14.30639741])"
1423,0,,5005,Susanne Elise Munch Thore,2,"array([-35.55638343,  15.30928864])"
1424,0,,5464,Tore Schiøtz,1,"array([-38.02291543,  14.90171481])"
1425,968920863,3036 DRAMMEN,280,REPANT ASA,0,"array([-33.76500842,   6.06257841])"
1426,0,,54,Alf Gerald Engstrøm,1,"array([-32.71505942,   5.41067038])"
1427,0,,1121,Dorthe Lie,2,"array([-33.75875846,   4.83802868])"
1428,0,,1680,Glen Kurt Gustav Nilsson,1,"array([-34.82090108,   5.47145412])"
1429,0,,2025,Hege Hyggen,2,"array([-32.7222041 ,   6.65924426])"
1430,0,,4356,Per Kverneland,1,"array([-34.79587733,   6.70903134])"
1431,0,,5054,Svein Magnus Nilsen,1,"array([-33.76032568,   7.3157167 ])"
1432,984487819,1366 LYSAKER,281,RESERVOIR EXPLORATION TECHNOLOGY ASA,0,"array([18.69852212, 12.36267863])"
1433,0,,3190,Kristen Stein Jakobsen,1,"array([20.1253548 , 13.04193396])"
1434,0,,5734,William Mccall,1,"array([19.30918001, 13.4553725 ])"
1435,968423258,0260 OSLO,282,RESTRU-REORG ASA,0,"array([-11.91245766,  34.4267019 ])"
1436,0,,3617,Marianne Katrine Lindboe Ramstad Malone,2,"array([-12.99949797,  34.70570674])"
1437,991843477,4632 KRISTIANSAND S,283,RETIL ASA,0,"array([-30.59925292, -22.66084528])"
1438,0,,1657,Gerd Flatebø Schlezinger,2,"array([-30.59410611, -21.56721637])"
1439,0,,5678,Vidar Iversen,1,"array([-29.52846589, -22.91912223])"
1440,914709628,5011 BERGEN,284,RIEBER &amp; S&Oslash;N ASA,0,"array([-22.45114751,  47.04707732])"
1441,0,,1268,Elise Brøchner Larsen,2,"array([-23.21774291,  47.98520822])"
1442,0,,2090,Helge Midttun,1,"array([-23.62593962,  46.69865625])"
1443,0,,2983,Kerstin Birgitta Johansson Hedberg,2,"array([-22.50051629,  45.85505795])"
1444,940376645,0250 OSLO,285,ROCKSOURCE ASA,0,"array([ -5.50160995, -15.64284164])"
1445,0,,2096,Helge Ringdal,1,"array([ -5.6166687 , -16.64596593])"
1446,0,,2629,John Anthony Howell,1,"array([ -4.62923492, -16.91867609])"
1447,0,,4123,Ole Nygaard,1,"array([ -4.3196881 , -15.96912903])"
1448,979683103,0113 OSLO,286,ROSENLUND ASA,0,"array([17.45148141, -3.59923854])"
1449,0,,1469,Finn-Espen Arnesen,1,"array([18.4181535, -3.2574803])"
1450,0,,2152,Hilde Midthjell,2,"array([18.11081369, -4.9727747 ])"
1451,0,,4361,Per Magne Ristvedt,1,"array([18.78245644, -4.32972194])"
1452,966770198,4033 STAVANGER,287,ROXAR ASA,0,"array([ 7.95665357, 10.05646564])"
1453,0,,1242,Eli Skyberg,2,"array([ 8.30940628, 11.04791279])"
1454,0,,1736,Gunn Jane Håland,2,"array([7.26735322, 9.4008813 ])"
1455,0,,1932,Hans Olav Torsen,1,"array([ 9.20672743, 10.9683028 ])"
1456,0,,2428,Jan Leif Kristiansen,1,"array([9.208529  , 9.21877473])"
1457,0,,2595,Johan Fredrik Odfjell,1,"array([8.27779154, 8.98887936])"
1458,0,,3657,Marit Jannecke Olstad,2,"array([ 9.3153067 , 10.05941945])"
1459,955514262,0119 OSLO,288,RS PLATOU ASA,0,"array([-14.83181754,  16.5217228 ])"
1460,0,,1877,Hans-Jakob Gram,1,"array([-16.13281644,  17.74174634])"
1461,0,,2765,Jørgen von Tangen,1,"array([-14.76789346,  15.40346739])"
1462,0,,3604,Marianne Aamodt,2,"array([-15.79381825,  15.7139206 ])"
1463,0,,4429,Petter Andrup,1,"array([-16.25814079,  16.64197652])"
1464,0,,4470,Ragnar Horn,1,"array([-13.76601399,  16.45136408])"
1465,0,,5224,Thomas Emanuel Gram,1,"array([-14.10899039,  17.57384853])"
1466,0,,5230,Thomas Gunnar Røed,1,"array([-15.37823612,  17.2767143 ])"
1467,0,,5283,Thorulf Hartmann,1,"array([-14.98866997,  18.15657907])"
1468,986500774,3037 DRAMMEN,289,RUSSIA BALTIC PORK INVEST ASA,0,"array([ 6.55936045, 39.56061022])"
1469,0,,90,Anders Hedeboe Jakobsen,1,"array([ 6.19679629, 40.8245429 ])"
1470,0,,678,Birgitte Anna Caroline Natorp,2,"array([ 7.85565724, 39.95546777])"
1471,0,,2612,Johannes Ove Svenningsen,1,"array([ 5.25656962, 39.181278  ])"
1472,0,,2852,Kåre Wessel,1,"array([ 7.73382089, 38.94928407])"
1473,0,,3165,Knut Langeteig,1,"array([ 6.90760152, 38.31194481])"
1474,0,,3458,Linne Fromm-Christiansen,2,"array([ 5.91173708, 38.40243692])"
1475,0,,3752,Mette Stendahl Plomgaard,2,"array([ 7.21347424, 40.74210815])"
1476,0,,5238,Thomas Nørgaard,1,"array([ 5.39676671, 40.17567154])"
1477,988893501,4033 STAVANGER,290,SAGA OIL ASA,0,"array([34.68498891, -7.33766336])"
1478,0,,132,Andrew Frederick Mann,1,"array([35.48437544, -8.03302971])"
1479,0,,1101,David Stanly Ottesen,1,"array([34.92782609, -6.30291949])"
1480,0,,3776,Milana Sajdyjevna Zubajrajeva,2,"array([33.66298278, -7.58083888])"
1481,988120367,0160 OSLO,291,SAGEX PETROLEUM ASA,0,"array([-22.54703517,  10.21075673])"
1482,0,,3,Aage Rasmus Bjelland Figenschou,1,"array([-24.36571662,  12.13723334])"
1483,0,,1267,Elisabeth Wille,2,"array([-23.76620854,  10.55744774])"
1484,0,,1776,Gunnlaugur Jônsson,1,"array([-22.84781865,  11.29384101])"
1485,960514718,7266 KVERVA,292,SALMAR ASA,0,"array([11.02227664, 20.1030891 ])"
1486,0,,1797,Gustav Witzøe,1,"array([11.55417601, 21.29147401])"
1487,0,,5136,Synnøve Grinnen Ervik,2,"array([12.29757655, 20.38196989])"
1488,984371918,0158 OSLO,293,SCAN GEOPHYSICAL ASA,0,"array([7.5608334 , 7.59422879])"
1489,0,,3899,Nils Erik Jacobsen,1,"array([8.62397599, 7.33192428])"
1490,0,,3949,Ninette Solveig Banoun,2,"array([7.17622242, 6.40523515])"
1491,0,,5568,Trond Bjørnøy,1,"array([8.22425909, 6.3891879 ])"
1492,928613941,4005 STAVANGER,294,SCANA INDUSTRIER ASA,0,"array([-21.9813644 , -24.05689799])"
1493,0,,737,Bjørn Dahle,1,"array([-20.98644111, -24.58694973])"
1494,0,,3117,Kjetil Martin Stuland,1,"array([-21.40856683, -23.09294922])"
1495,0,,3217,Kristin Malonæs,2,"array([-22.9689274 , -23.53873259])"
1496,0,,3590,Mari Trønnblom Skjærstad,2,"array([-22.48583086, -25.06421891])"
1497,986558926,6993 H&Oslash;YANGER,295,SCANARC ASA,0,"array([-10.657614  ,  -0.27196148])"
1498,0,,2607,Johan Svensson,1,"array([-11.86242165,  -0.17454037])"
1499,0,,4537,Richard Olav Aa,1,"array([-8.88494293, -4.21720224])"
1500,0,,5151,Terje Birger Hannisdahl,1,"array([-11.43717019,  -1.14088262])"
1501,990530297,1331 FORNEBU,296,SCANDINAVIAN PROPERTY DEVELOPMENT ASA,0,"array([-21.21446831,  15.13217121])"
1502,0,,455,Arvid Sveen,1,"array([-22.69723816,  15.40360346])"
1503,0,,2460,Jan Petter Storetvedt,1,"array([-22.46897927,  14.45139902])"
1504,0,,3830,Morten Grongstad,1,"array([-21.96157189,  16.12354907])"
1505,933739384,0107 OSLO,297,SCHIBSTED ASA,0,"array([14.77425627, -4.60391341])"
1506,0,,44,Alexandra Bech Gjørv,2,"array([16.08491206, -4.38659522])"
1507,0,,210,Anne Carine Smith,2,"array([15.62821258, -5.28702658])"
1508,0,,653,Bernt Olufsen,1,"array([13.74050348, -5.70157478])"
1509,0,,1004,Christian Ringnes,1,"array([16.20152756, -6.08088788])"
1510,0,,1172,Einar Fredrik Åke Tinius Nagell-Erichsen,1,"array([13.77232513, -4.65873697])"
1511,0,,1446,Eva Maud Lindqvist,2,"array([14.78331299, -5.63998285])"
1512,0,,2624,John Alexander Rein,1,"array([15.88747547, -3.44391957])"
1513,0,,2914,Karl Christian Agerup,1,"array([14.4339804 , -6.45375769])"
1514,0,,3416,Lena Marianne Falk,2,"array([15.05322473, -3.67062594])"
1515,0,,4108,Ole Jacob Sunde,1,"array([15.42177947, -6.46009448])"
1516,0,,5297,Tom Berby,1,"array([16.53461422, -5.19095075])"
1517,985220492,5525 HAUGESUND,298,SEAGARDEN ASA,0,"array([-42.19480906,  23.71696374])"
1518,0,,1949,Hans Troye,1,"array([-41.19418051,  24.37257771])"
1519,0,,2263,Ingmar Johan Høgøy,1,"array([-42.48208834,  24.86293483])"
1520,0,,3284,Lars Christian Ly,1,"array([-42.65203451,  22.60473439])"
1521,0,,5088,Sveinung Stensland,1,"array([-41.27260452,  23.00898169])"
1522,0,,5277,Thorleif Thormodsen,1,"array([-43.40439694,  23.76411299])"
1523,982582709,0255 OSLO,299,SEB PRIVATBANKEN ASA,0,"array([ 11.71377022, -29.73259516])"
1524,0,,1304,Endre Storløkken,1,"array([ 10.42724826, -29.86239164])"
1525,0,,1408,Eskil Vogt,1,"array([ 12.85244555, -29.57570393])"
1526,0,,5288,Tine Gottlob Kirstan Wollebekk,2,"array([ 12.04103497, -30.83553964])"
1527,0,,5735,William Paus,1,"array([ 11.78979861, -28.57497607])"
1528,989198092,0125 OSLO,300,SECTOR CAPITAL ADVISORS ASA,0,"array([31.53474411, 29.5118597 ])"
1529,0,,66,Allan Åkerstedt,1,"array([31.32589208, 28.29350229])"
1530,0,,1104,Davide De Picciotto,2,"array([32.02737851, 30.69212622])"
1531,0,,1846,Hanna-Kaisa Nikkanen,2,"array([30.79184528, 28.09769564])"
1532,0,,2168,Hroar Nilsen,1,"array([32.752973 , 29.7015309])"
1533,0,,3236,Kristina Jacobsen,2,"array([30.79739275, 30.49833401])"
1534,991081763,0252 OSLO,301,SECTOR EPSILON ASA,0,"array([30.05187658, 28.54056495])"
1535,0,,943,Cecilie Gjedebo Andersland,2,"array([30.69436693, 27.26499699])"
1536,0,,1423,Espen Seidel,1,"array([28.98942489, 29.15954145])"
1537,988014060,0125 OSLO,302,SECTOR FUND SERVICES ASA,0,"array([16.07053086, 24.5564885 ])"
1538,0,,1725,Gudrid Eide,2,"array([16.1948711 , 25.94107782])"
1539,0,,5359,Tonje Vegarud,2,"array([17.13112265, 25.43419696])"
1540,990578362,0125 OSLO,303,SECTOR GAMMA ASA,0,"array([31.96943266, 27.64824361])"
1541,0,,5578,Trond Horneland,1,"array([33.1931779 , 27.33467981])"
1542,981122089,0252 OSLO,304,SECTOR OMEGA ASA,0,"array([31.38727606, 26.890381  ])"
1543,0,,5747,Wollert Hvide,1,"array([31.72002453, 25.65941125])"
1544,991426159,0252 OSLO,305,SECTOR THETA ASA,0,"array([29.90484358, 27.51149844])"
1545,0,,5577,Trond Hermansen,1,"array([28.83674993, 26.91871255])"
1546,989910272,4836 ARENDAL,306,SEVAN DRILLING ASA,0,"array([35.06385585,  0.72910327])"
1547,0,,688,Birte Norheim,2,"array([34.0244795 ,  0.86925036])"
1548,0,,1149,Egil Kvannli,1,"array([35.71403161,  1.54330608])"
1549,0,,2393,Jan Erik Tveteraas,1,"array([35.51513313, -0.21813117])"
1550,983218180,4836 ARENDAL,307,SEVAN MARINE ASA,0,"array([-21.21497239, -11.90100284])"
1551,0,,391,Arne Smedal,1,"array([-20.23550961, -11.58805283])"
1552,0,,2851,Kåre Syvertsen,1,"array([-20.36189342, -12.85642163])"
1553,0,,4936,Stephan Marc Zeppelin,1,"array([-21.32596188, -13.35444999])"
1554,0,,5672,Vibeke Strømme,2,"array([-22.05479499, -12.59762154])"
1555,979179278,2317 HAMAR,308,SIKON &Oslash;ST ASA,0,"array([45.7125725 , 20.38426826])"
1556,0,,2860,Kari-Anne Haug,2,"array([44.98219193, 21.30190827])"
1557,0,,4294,Per Arne Eide,1,"array([46.37932823, 21.39190448])"
1558,0,,4754,Sigrid Narmo,2,"array([46.87041922, 20.05903757])"
1559,0,,5445,Tore Kjelsrud,1,"array([45.78210218, 19.20308263])"
1560,0,,5592,Trond Sandbu,1,"array([44.604964  , 19.97747187])"
1561,929449991,3133 DUKEN,309,Simrad Optronics ASA,0,"array([15.74233014,  2.28555705])"
1562,0,,3460,Lisa Ann Cooper,2,"array([15.94012372,  0.9427166 ])"
1563,0,,5181,Terje Morten Eidsmo,1,"array([16.76284552,  1.52168483])"
1564,992659653,3111 T&Oslash;NSBERG,310,SIMRAY ASA,0,"array([-36.62273315,  22.76095015])"
1565,0,,2485,Jan Tore Kopperud,1,"array([-36.70554336,  21.69464562])"
1566,0,,4699,Rune Kornør,1,"array([-35.61705865,  23.13849747])"
1567,0,,4941,Stephenie Katherine Grafton,2,"array([-37.4713864 ,  23.37740832])"
1568,990212686,0580 OSLO,311,SIMTRONICS ASA,0,"array([ 22.95359429, -33.38056147])"
1569,0,,2623,John Afseth,1,"array([ 22.45500305, -34.32404862])"
1570,0,,5422,Tore Amundsen,1,"array([ 22.33586421, -32.48675478])"
1571,0,,5656,Valborg Lundegaard,2,"array([ 24.03571827, -33.37421071])"
1572,979380127,7994 LEKA,313,SKEI MARINFISK ASA,0,"array([-25.01019482,  -0.34818673])"
1573,0,,200,Anne Berit Sandnes,2,"array([-26.51764708,   0.52248905])"
1574,0,,281,Annette Nora Thorvik Pettersen,2,"array([-23.9057324 ,  -0.91656611])"
1575,0,,648,Bernt Erik Thorvik,1,"array([-24.83282673,   0.9061343 ])"
1576,0,,1336,Erik Glende Johnsen,1,"array([-26.18479022,  -0.29908048])"
1577,0,,1435,Eva Helene Sydskjør,2,"array([-25.47244426,  -1.14290255])"
1578,0,,2254,Inger Margrethe Robertsen,2,"array([-24.52525308,  -1.72960736])"
1579,0,,2321,Ivar Sigmund Williksen,1,"array([-25.76475018,   1.01064716])"
1580,0,,3188,Kolbjørn Opsahl Selmer,1,"array([-24.01705051,   0.20632154])"
1581,0,,4549,Roald Dolmen,1,"array([-25.58564823,  -2.03962055])"
1582,0,,5740,Willy Anker Hansen,1,"array([-26.437211 ,  -1.3057223])"
1583,989395718,4612 KRISTIANSAND S,314,SKEIE DRILLING &amp; PRODUCTION ASA,0,"array([ 16.37339144, -23.92415356])"
1584,0,,205,Anne Breive,2,"array([ 16.38739953, -25.01595595])"
1585,0,,694,Bjarne Egill Skeie,1,"array([ 15.39802277, -24.44067085])"
1586,0,,3552,Mah Soot Khiang Edmund,1,"array([ 16.93069559, -22.98925681])"
1587,915929265,3724 SKIEN,315,Skiens Aktiem&oslash;lle ASA,0,"array([37.36021432, 24.51285973])"
1588,0,,275,Annette Aubert Gilje,2,"array([38.69457522, 24.49108703])"
1589,0,,367,Arne Kervel,1,"array([37.35233182, 23.20568196])"
1590,0,,1298,Emil Aubert,1,"array([38.29845405, 23.5653246 ])"
