# source, target, tip_text
18,2961,the lobster burger with the spicy mayo on the bottom is just right (especially when you're really hungry)
18,2961,wednesdays at ed's: lobster meatballs. oh my. two of my most favorite things in the world -- on one plate
18,3042,"if at south street seaport this summer, skip the touristy places to eat and have lunch at barbarini alimenari. tiny, romantic and on a nice cobbled st"
18,3063,grab your favorite magazine and go sit by the front window. have a glass of hermitage while you read.
18,3063,"if you're feeling like small bites: the meatballs, the spinach and artichoke dip and maybe the charcuterie cheese board"
18,3066,"hit this -- and hit partners & spade on the next block as well. great for one of those \"
18,3066,mix and match
18,3095,butter lane cupcakes: get the blueberry cream cheese frosting yellow cupcake
18,3120,iron goddess of mercy oolong. with a name like that...
18,3156,skip the sushi: get their BBQ duck
18,3181,get the spicy tuna crostini and the calamari. avoid the half-lobster
18,3195,get the stew and polenta with a bottle of malbec on the side
18,3224,the hand-pulled noodles have just that right elastic feel. get it with the mutton (one of my favorite types of meat)
18,3273,sit and enjoy whatever the house recommends: the prix fixe for lunch or the omakase at dinner.
18,3276,want to see what this coffee fuss is all about. maybe i will finally start drinking it? hehe
18,3310,warm up with an old-fashioned. split the duck leg + steak tartare. think back to that night in summer 2010 when you and your date closed out the old fedora.
18,3440,the most amazing shawarma (especially when paired with the whole wheat). get the hummus on the side and save it for a good late-afternoon snack
18,3445,i love duck and i have to agree with harry: the gang phed ped yang is delicious. a little spicy but the pineapple sweetens it just right.
18,3475,So secret and exclusive you shouldn't even be reading this.
18,3475,the ura-gazanryu is great to drink by itself or paired.
18,3517,"a different lunch special here than the other Spices (ie, more food): two sides\/appetizers and an entree for reallllll cheap. get the dumplings and the ribs"
18,3535,do the baked eggs for brunch
18,3597,"one night, I ate an entire 23\"
18,3626,"do the ménage a trois. and share it, obviously."
18,3626,try db's dog
18,3676,momofuku bakery & milk bar just opened (it's right next to ssam bar as far as i can tell). dailycandy says 'chorizo challah and cornflake-marshmallow-chocolate chip cookies'
18,3678,dennis says this is a really good sandwich place (to go when working at cooper)
18,3729,"order up the Mexican burger. really though, you can pretty much put guacamole on anything, huh?"
18,3770,come with a couple of people. get the (ham) doria and the omu. share. this place would great on a cold night
18,3870,lightest lunch ever (useful when you're trying to keep from getting fat). 4.99 gets you lunch meal and drink. see you there tomorrow
18,3934,"nom on some shawarma, in platter form. i like the room in back too, for quick hidden meetings"
18,3979,"order up the pork chops and the lamb. get the brussels sprouts (yes, the ones with bacon!) and potatoes on the side. share."
18,3984,"get a giant cone of dulce de leche, vanilla, dipped in chocolate and topped with sea salt...on your face."
18,3992,"late one night (and you know how i get late nights), i came here and ordered up ravioli and meatballs \u2014 and a delicious thin pie of pepperoni pizza. that's how i roll. btw, pizza = one of the best"
18,4031,start with the hot peppers
18,4039,breakfast fajita -- it'll be okay: it's not that spicy
18,4182,try the cod schnitzel
18,4383,"shrimp and grits and andouille, oh my!"
18,4383,"sit at the \"
18,4410,get the burrito...with a burrito on the side. watch mike singleton eat both.
18,4449,"I love this izakaya. Just when you thought there was no cool place to eat in this 'hood. Go downstairs, grab a table in the nook or the bar (only two spots I like) and try everything on the menu"
18,4542,"delicious. if you're ever walking around in the neighborhood, stop by and pick up a giant chocolate chocolate for $1. they also deliver (late night!)"
18,4753,the back deck is one of my favorite places in nyc. (ssssh!)
18,4753,spend Saturdays here on the back deck
18,4844,"downstairs, away from it all. omakase. the denshu is great as a companion."
18,4954,"get the 'taste of maine' and have a taste of everything: shrimp roll, lobster roll, crab roll & empress claws. eat it slowly and let yourself float; otherwise you gonna drown in food"
18,4954,Lobster schooner nom nom nom. Crab schooner too nom nom nom. What? I'll run it off later.
18,4999,"the open-face meatball sub is cheesy delicious. super slo-mo service though, at least the afternoon i was there"
18,4999,"if you have a model ID card, you can go downstairs to hang with the models in the lounge. oh? you don't have one of those? sorry dude\u2013sit outside and watch the pretty people, i'll only be a little bit"
18,5003,"Always get the extra pork \u2014 and no matter what you get, don't drink up the extra broth by itself (get extra noodles if you have to)"
18,5039,"if you come early enough in the morning, you'll have the place all to yourself"
18,5041,start with the Spanish mackerel: spinach on the bottom. slices of pear on the top. a little spicy. perfectly perfect.
18,5289,"whatever you do, drop an egg on your pizza. delicious. if you're not sure which one, perhaps get a pepperoni with egg on top"
18,5310,don't be a girl: order up a double (guinness mustard on top). and a drink on the side. and fries on the other side. what? you had a long day.
18,5378,"go really hungry and get the pork ribs (so salty!), fried cauliflower (whoa! i am a fan of cauliflower once again) and the corn (to balance the two sides). you'll probably take some of it home"
18,5378,"to drink, the lady should order up a seven spice sour and the gentleman, bull in the heather (you can't go wrong with the mix of glenrothes, absinthe and honey)"
18,5765,"for some reason, i always get the chicken and gyro combo platter. it's like breakfast, lunch and snacktime all in one and you cannot resist"
20,19,Three words: get the corn.
20,457,two words: herb fries
20,550,Any drink with passion fruit won't let you down.
20,1136,The Basil Chicken has never let me down.
20,1357,"The turkey burger is always a delicious, safe bet!"
20,2126,"For brunch don't miss the French Toast or the bacon. Yes, the plate of bacon is worth $5."
20,2175,They make a really great iced cappuccino
20,2267,"If you're not into sushi, try the tasty Katsu sandwich."
20,2488,Get the cinnamon chocolatte! Delicious.
20,2564,Their lunch menu is available on the weekends & is super cheap. For $7.50 you can get an appetizer & entree. Yum.
20,2595,Hit this place up on a Sunday night for $15 beer & burger.
20,2609,coconut gelato won't ever steer you wrong!
20,2660,"The food is definitely \"
20,3498,"Try the ginger cookie, the brownies, or the red velvet cookie. You won't be disappointed with those choices."
20,3786,The lime cornmeal cookie is seriously no joke. Get it!
20,3786,Trust me on this: lime cornmeal cookies.
20,4258,"Get the turkey ham, it's amazing!!!"
20,4547,The Latin Hot Chocolate is absolutely DELICIOUS and worth way more than the 4 bucks they charge for it!
20,4745,The sliders are perfect if you don't want to walk away in a burger coma. The fries are on point too and should not be skipped. Regular or sweet potato.
20,4749,The cheese pizza or the white pizza are always a solid choice.
20,4819,The tostones and garlic sauce are delicious (and only 2 bucks!)
20,5106,"With a million sandwich options, let me make it easy for you: turkey and Brie. So, so good!"
21,19,"The corn on the cob is awesome, but the tables were apparently made for midgets."
21,1573,Try the chargrilled chicken breast & fresh mushrooms. You will not be sorry.
22,19,Seriously one of the best cuban sandwiches I've ever had!
22,2133,Just because you serve great coffee doesn't excuse rude staff. No lids for coffee at 1 on a Sunday? Go elsewhere.
22,2138,really excellent fried chicken
22,2489,"One of the best brunches in the neighborhood - solid bloody mary, and both of the croissant sandwiches are aces"
22,2595,"some of the BEST Mac and cheese, mussels were good, cucumber loco cocktail= A ++"
22,2768,margaritas = STRONG. get the carafe it's a good deal
22,2828,One of the most delish meals and some of the best service I've ever experienced. Try the pimms cup! yummm
22,3416,Get the banana pancakes. Best I've ever had in life.
22,3514,Ryan the bartender named a drink after me. Ask him for a Nora Walker and see what happens
22,3664,Get a side of MOAR ONION RINGS.
22,3800,"Need a sandwich recommendation: Donkey Fly, Douchebag or No Mans Island are the way to go."
23,19,Drop your change on the sidewalk
23,19,"Skip the line and order at the take out spot. Then sit on the bench outside. Also, Chorizo."
24,19,Huevos con chorizo is finger lickin good!!
24,19,The Mexican corn is the best!!
24,119,Finger lickin good!!!
24,2984,The unfriendly girl at register seems rushed and having a bad Monday. Not my fault!
24,2984,Nice if Jamba offered rice or almond milk for those of us who avoid soy.
24,5122,The baristas are the friendliest!!! Love coming here every morning.
24,5122,The baristas here are the beat!!!
24,5122,"The girls behind the counter are the best! And very pretty too single guys, pay attention!!"
