# index, pid, community, size, pos, leamer, name, _pos
729,1805,0,15.0205078125,"array([2843.04614258, 2177.83666992])","Cocoa powder, unsweetened","#d1ff00
","array([ 5.87273239, -1.10090663])"
730,6305,0,15.355224609375,"array([2552.20715332, 2403.89257812])","Sacks & bags, packing, of jute or other bast fibres","#33cc00
","array([ 6.05028572, -1.67855972])"
731,7310,0,15.70068359375,"array([2352.19824219, 2410.25952148])","Tank, cask or container, iron/steel, capacity 50-300l","#ff0000
","array([ 6.07217998, -1.79671219])"
732,3401,0,15.76123046875,"array([2464.42993164, 2348.85095215])","Soaps, for toilet use, solid","#ff0000
","array([ 5.99401495, -1.75001791])"
733,4819,0,17.64794921875,"array([2426.63891602, 2408.41674805])","Cartons, boxes & cases, of corrugated paper or board","#ff0000
","array([ 6.05570273, -1.76433778])"
734,1704,0,16.088134765625,"array([2451.98522949, 2406.33666992])","Chewing gum containing sugar, except medicinal","#bf8845
","array([ 6.03927906, -1.76169454])"
735,2001,0,15.09423828125,"array([2442.14550781, 2346.54907227])","Cucumbers,gherkins, prepared or preserved by vinegar","#bf8845
","array([ 6.06558199, -1.72912471])"
736,4818,0,17.970458984375,"array([2331.75622559, 2396.92895508])",Toilet paper,"#ff0000
","array([ 6.06145711, -1.82401749])"
737,8418,0,20.997314453125,"array([2286.65075684, 2395.37744141])","Combined refrigerator-freezers, two door","#ff0000
","array([ 6.09886304, -1.81378198])"
738,4811,0,17.619873046875,"array([1835.94372559, 2361.20483398])","Paper, tarred, bituminised or asphalted, nes","#299fff
","array([ 6.3204932, -1.8900925])"
739,3912,0,15.5733642578125,"array([1359.18426514, 2181.90869141])","Cellulose acetates, non-plasticised, in primary forms","#9c219c
","array([ 6.56081502, -1.84991834])"
740,3403,0,15.8436279296875,"array([1323.57757568, 2243.80493164])","Lubricant <70% petroleum oil, textile or leather use","#9c219c
","array([ 6.49135676, -1.86077274])"
741,2914,0,15.7808837890625,"array([1246.48382568, 2212.06030273])",Acetone,"#9c219c
","array([ 6.48663196, -1.79110779])"
742,8414,0,24.205078125,"array([1762.55834961, 2495.2956543 ])",Vacuum pumps,"#299fff
","array([ 6.31319998, -2.01282858])"
743,9003,0,15.51806640625,"array([1443.5769043 , 2838.43383789])","Frames & mountings for spectacles etc, of plastic","#0576a6
","array([ 7.21444223, -2.15059072])"
744,9004,0,15.7530517578125,"array([1489.6572876 , 2904.74194336])",Sunglasses,"#0576a6
","array([ 7.25801376, -2.16410182])"
745,8511,0,17.2659912109375,"array([1802.41339111, 2482.38842773])",Spark plugs,"#299fff
","array([ 6.28610709, -1.94960175])"
746,8710,0,15.29052734375,"array([1731.7376709 , 2786.37841797])",Tanks and other armoured fighting vehicles,"#299fff
","array([ 6.51475782, -2.20967358])"
747,8802,0,34.047119140625,"array([1760.65869141, 2880.84033203])","Helicopters of an unladen weight < 2,000 kg","#299fff
","array([ 6.55102638, -2.17959234])"
748,8803,0,25.6973876953125,"array([1330.29730225, 2937.18359375])","Aircraft propellers, rotors and parts thereof","#0576a6
","array([ 7.22178886, -2.02496711])"
749,8907,0,15.029296875,"array([1694.58349609, 1979.31530762])",Inflatable rafts,"#299fff
","array([ 6.38365873, -2.27304904])"
750,9114,0,15.093017578125,"array([1368.53918457, 2757.22143555])","Clock or watch springs, including hair-springs","#0576a6
","array([ 6.92297444, -2.05005456])"
751,8602,0,15.236572265625,"array([1872.01281738, 2694.48339844])","Rail locomotives, diesel-electric","#299fff
","array([ 6.03843822, -2.12988175])"
752,8906,0,15.2763671875,"array([1899.80847168, 2709.69799805])","Warships, lifeboats, hospital ships, vessels nes","#299fff
","array([ 6.02371906, -2.09551007])"
753,8709,0,15.0902099609375,"array([1838.58746338, 2607.14257812])","Work trucks, electrically powered","#299fff
","array([ 6.29752363, -1.81839102])"
754,2804,0,17.395263671875,"array([1740.14001465, 2070.22692871])",Hydrogen,"#330000
","array([ 6.33589578, -2.26273659])"
755,4902,0,15.955810546875,"array([2181.24328613, 2511.59741211])","Newspapers, journals and periodicals, > 3 issues/week","#ff0000
","array([ 6.15919693, -1.8875197 ])"
756,7605,0,15.394775390625,"array([1544.10131836, 2150.68847656])","Wire, aluminium, not alloyed, t > 7mm","#9c9a87
","array([ 6.38738745, -1.67355302])"
757,6804,0,15.412109375,"array([1672.75964355, 2307.12963867])","Stones for milling, grinding or pulping","#299fff
","array([ 6.30162606, -2.02520824])"
758,6212,0,16.15869140625,"array([2740.34472656, 2356.38000488])",Brassieres and parts thereof,"#33cc00
","array([ 6.10523683, -1.63383575])"
759,6405,0,15.248291015625,"array([2565.36853027, 2336.98999023])","Footwear, nes, uppers leather","#33cc00
","array([ 6.11389693, -1.65735333])"
760,6210,0,15.94970703125,"array([2706.94580078, 2356.30883789])",Garments made up of textile felts and nonwoven fabric,"#33cc00
","array([ 6.11726482, -1.62295741])"
761,6211,0,16.2353515625,"array([2649.05273438, 2296.61352539])","Mens, boys swimwear, not knit","#33cc00
","array([ 6.1021174 , -1.65974852])"
762,6206,0,16.64208984375,"array([2713.65795898, 2324.57531738])","Womens, girls blouses & shirts, of silk, not knit","#33cc00
","array([ 6.08720823, -1.64776834])"
763,6208,0,15.240478515625,"array([2573.0357666 , 2386.66845703])","Womens, girls slips etc, of manmade fibres, not knit","#33cc00
","array([ 6.10649441, -1.64654597])"
764,6201,0,16.300048828125,"array([2608.59069824, 2283.20043945])","Mens, boys overcoats of wool or hair, not knit","#33cc00
","array([ 6.10923541, -1.68102745])"
765,6205,0,16.882568359375,"array([2700.84216309, 2420.22070312])","Mens, boys shirts, of wool or hair, not knit","#33cc00
","array([ 6.09664412, -1.65000708])"
766,8402,0,15.919189453125,"array([1999.02966309, 2205.92358398])","Water tube boilers, steam production < 45T per hour","#299fff
","array([ 6.12612677, -2.03435115])"
767,9102,0,17.438720703125,"array([2827.28991699, 2793.72900391])","Wrist-watch, base-metal case, battery, with hands","#6e451e
","array([ 6.43617328, -1.16847626])"
768,8306,0,15.150390625,"array([2795.71118164, 2777.66088867])","Bells, gongs and the like, of base metal","#6e451e
","array([ 6.40336728, -1.22663145])"
769,9032,0,19.140625,"array([1634.69165039, 2421.40380859])",Thermostats,"#299fff
","array([ 6.34425727, -1.95484308])"
770,8439,0,15.80615234375,"array([1481.42297363, 2402.36572266])",Machinery for pulping fibrous cellulosic material,"#299fff
","array([ 6.41791899, -1.99100088])"
771,8424,0,17.359130859375,"array([1596.65466309, 2418.37207031])","Fire extinguishers, whether or not charged","#299fff
","array([ 6.3549732 , -1.91957432])"
772,6406,0,15.836669921875,"array([2667.59655762, 2272.57617188])","Footwear uppers and parts thereof, except stiffeners","#33cc00
","array([ 6.06203561, -1.65579731])"
773,9401,0,23.50830078125,"array([2067.59277344, 2351.28295898])","Seats, aircraft","#299fff
","array([ 6.17675677, -1.80437899])"
774,8546,0,15.2147216796875,"array([2029.38140869, 2339.94482422])",Electrical insulators of glass,"#299fff
","array([ 6.17540834, -1.93037882])"
775,8431,0,25.504638671875,"array([1959.37390137, 2327.40332031])",Parts of hoists and winches,"#299fff
","array([ 6.23075637, -1.93060205])"
776,4001,0,17.75634765625,"array([2841.31298828, 2238.31652832])","Natural rubber latex, including prevulcanised","#d1ff00
","array([ 5.92623437, -1.11668175])"
777,1513,0,15.68798828125,"array([2875.66503906, 2208.30615234])",Coconut (copra) oil crude,"#d1ff00
","array([ 5.91513416, -1.05407158])"
778,8536,0,26.74951171875,"array([1971.09997559, 2365.93823242])","Electrical fuses, for < 1,000 volts","#299fff
","array([ 6.22902114, -1.91429315])"
779,8468,0,15.07275390625,"array([1704.4519043 , 2297.71777344])","Torches, hand-held, for soldering/brazing/welding","#299fff
","array([ 6.32834704, -1.91190534])"
780,8302,0,18.747802734375,"array([1936.30090332, 2358.37670898])",Hinges of base metal,"#299fff
","array([ 6.22796544, -1.94166944])"
781,8301,0,16.421630859375,"array([1929.06445312, 2295.48217773])",Padlocks of base metal,"#299fff
","array([ 6.20089918, -1.93151243])"
782,4016,0,17.93408203125,"array([1859.64953613, 2324.97363281])",Articles of cellular rubber,"#299fff
","array([ 6.23793643, -1.95905038])"
783,4008,0,15.4229736328125,"array([1862.38873291, 2351.72558594])","Plate, sheet, strip of vulcanised cellular rubber","#299fff
","array([ 6.25563803, -1.9604998 ])"
784,4005,0,15.8497314453125,"array([1866.76483154, 2448.66943359])","Compounded (carbon black, silica) unvulcanised rubber","#299fff
","array([ 6.27593481, -1.9359149 ])"
785,9405,0,19.22607421875,"array([1892.65075684, 2325.73144531])","Chandeliers, other electric ceiling or wall lights","#299fff
","array([ 6.22049375, -1.96435748])"
786,7307,0,17.914306640625,"array([1759.2253418 , 2338.48095703])",Pipe fittings of non-malleable cast iron,"#299fff
","array([ 6.27169937, -2.02527637])"
787,7009,0,15.4732666015625,"array([1722.26483154, 2523.22729492])",Rear-view mirrors for vehicles,"#299fff
","array([ 6.3466426 , -2.00338187])"
788,6111,0,15.755126953125,"array([2692.95349121, 2396.05981445])","Babies garments, accessories of wool or hair, knit","#33cc00
","array([ 6.1017886 , -1.62291979])"
789,8434,0,15.164794921875,"array([1941.10351562, 2470.04370117])",Milking machines,"#299fff
","array([ 6.2090768 , -1.97523395])"
790,4810,0,20.182861328125,"array([1472.39367676, 2344.1159668 ])","Paper, fine, woodfree, <150 g/m2, clay coated","#299fff
","array([ 6.48094211, -1.95988155])"
791,3821,0,15.0057373046875,"array([1315.80853271, 2157.58239746])",Prepared culture media for developing micro-organisms,"#9c219c
","array([ 6.53875044, -1.86196739])"
792,8438,0,16.612548828125,"array([1978.58178711, 2390.81738281])",Bakery and pasta making machinery,"#299fff
","array([ 6.22661927, -1.89920735])"
793,4009,0,16.0736083984375,"array([1777.59063721, 2363.61206055])","Rubber tube, pipe or hose not reinforced, no fittings","#299fff
","array([ 6.27577517, -1.96483683])"
794,3305,0,16.375244140625,"array([2083.73498535, 2444.96557617])",Hair shampoos,"#730049
","array([ 6.10064705, -1.9336125 ])"
795,8903,0,17.3138427734375,"array([2033.86175537, 2384.27929688])",Inflatable pleasure craft,"#299fff
","array([ 6.12580503, -1.97402161])"
796,8701,0,23.170166015625,"array([1822.73937988, 2463.75463867])",Pedestrian controlled tractors,"#299fff
","array([ 6.26153166, -1.87864919])"
797,9406,0,16.149169921875,"array([2243.27160645, 2364.57006836])",Prefabricated buildings,"#ff0000
","array([ 6.11708115, -1.82012378])"
798,7411,0,16.11181640625,"array([1455.65405273, 2412.1875    ])","Pipes or tubes, refined copper","#299fff
","array([ 6.53346047, -2.03610789])"
799,7320,0,15.737548828125,"array([1990.62072754, 2312.30151367])","Leaf springs/leaves thereof, iron or steel","#299fff
","array([ 6.21203152, -1.93308131])"
800,4010,0,15.693115234375,"array([1804.07739258, 2337.20947266])","Transmission belts etc, rubber, trapezoidal","#299fff
","array([ 6.27003816, -1.98521776])"
801,5703,0,15.84228515625,"array([2767.20483398, 2686.64794922])","Carpets of wool or fine animal hair, tufted","#33cc00
","array([ 6.37473004, -1.37896188])"
802,6204,0,22.95751953125,"array([2686.62402344, 2340.7902832 ])","Womens, girls suits, of wool or hair, not knit","#33cc00
","array([ 6.08009408, -1.67399181])"
803,6209,0,15.253662109375,"array([2739.2376709 , 2393.78393555])","Babies garments, accessories of wool or hair, not kni","#33cc00
","array([ 6.11329052, -1.60598092])"
804,1101,0,15.58935546875,"array([2472.66162109, 2234.08251953])",Wheat or meslin flour,"#d1ff00
","array([ 5.94971163, -1.70911603])"
805,2523,0,16.82958984375,"array([2489.08007812, 2358.26586914])",Cement clinkers,"#ff0000
","array([ 6.02779615, -1.71314849])"
806,1205,0,16.2216796875,"array([2018.63720703, 2689.62646484])",Rape or colza seeds,"#d1ff00
","array([ 6.18679567, -2.04578809])"
807,8403,0,15.952392578125,"array([1805.34912109, 2534.47265625])",Central heating boilers nes,"#299fff
","array([ 6.2832183 , -2.00271918])"
808,1211,0,15.14501953125,"array([2619.3359375 , 2326.36425781])",Liquorice roots,"#33cc00
","array([ 6.0250552 , -1.66034171])"
809,6203,0,20.844482421875,"array([2589.80847168, 2313.7322998 ])","Mens, boys suits, of wool or hair, not knit","#33cc00
","array([ 6.0659151 , -1.67840714])"
810,1514,0,15.7783203125,"array([2033.39660645, 2658.56054688])","Canola, rape, colza or mustard oil, crude","#d1ff00
","array([ 6.14035821, -1.9596267 ])"
811,3214,0,15.883544921875,"array([2005.08203125, 2435.04199219])","Mastics, painters fillings","#730049
","array([ 6.17713297, -1.89595438])"
812,2834,0,15.0723876953125,"array([2022.44012451, 2832.60351562])",Nitrites of metals,"#9c9a87
","array([ 5.8914091, -2.1124076])"
813,2833,0,15.412109375,"array([1939.77111816, 2786.98999023])",Disodium sulphate,"#6e451e
","array([ 6.0895183 , -2.31883225])"
814,4602,0,15.089111328125,"array([2796.84533691, 2313.25305176])","Basketwork, wickerwork products of vegetable material","#33cc00
","array([ 6.00578947, -1.3786859 ])"
815,802,0,16.146728515625,"array([2370.95471191, 2656.27612305])",Almonds in shell fresh or dried,"#d1ff00
","array([ 5.71790021, -1.83274971])"
816,2520,0,15.029052734375,"array([2388.15881348, 2672.67980957])","Gypsum, anhydride","#9c9a87
","array([ 5.67356673, -1.84757313])"
817,4102,0,15.0,"array([2352.04052734, 2621.54589844])","Sheep or lamb skins, raw, wool on, except Persian etc","#d1ff00
","array([ 5.77742362, -1.81808137])"
818,901,0,18.141357421875,"array([2065.48474121, 2917.87402344])","Coffee, not roasted, not decaffeinated","#d1ff00
","array([ 5.3308019 , -2.08957411])"
819,4801,0,16.588623046875,"array([1434.46777344, 2389.8269043 ])",Newsprint,"#9c9a87
","array([ 6.52605131, -2.00421018])"
820,7110,0,20.118408203125,"array([1040.30505371, 2127.93005371])",Platinum unwrought or in powder form,"#330000
","array([ 6.92191153, -1.68919934])"
821,2822,0,15.01409912109375,"array([ 997.90982056, 2125.12426758])",Cobalt oxides and hydroxides,"#330000
","array([ 6.96179677, -1.66202397])"
822,2841,0,15.11328125,"array([1765.45422363, 2096.16711426])",Metallic aluminates,"#330000
","array([ 6.32938035, -2.29375407])"
823,2825,0,15.597900390625,"array([1775.1072998 , 2043.27453613])","Hydrazine and hydroxylamine, inorganic salts","#330000
","array([ 6.32894523, -2.35106135])"
824,5403,0,15.068603515625,"array([1515.64099121, 2695.42480469])","Hi-ten yarn not sewing, viscose rayon, not retail","#299fff
","array([ 6.41876878, -1.89175873])"
825,2826,0,15.006591796875,"array([1504.04187012, 2737.71508789])",Fluorides of ammonium or of sodium,"#299fff
","array([ 6.4167975 , -1.82997943])"
826,2836,0,15.763671875,"array([1113.83874512, 2044.60595703])",Ammonium carbonate (including commercial),"#9c219c
","array([ 6.63773881, -1.63301941])"
827,2827,0,15.1884765625,"array([1144.25256348, 2080.22119141])",Ammonium chloride,"#9c219c
","array([ 6.61112373, -1.69052451])"
828,7305,0,17.199462890625,"array([1599.65930176, 2188.88769531])",Pipe-line submerged arc welded steel diameter >406mm,"#299fff
","array([ 6.42160402, -2.11515741])"
829,7201,0,16.21923828125,"array([1595.00402832, 2154.62817383])","Pig iron, non-alloy, <0.5% phosphorus","#299fff
","array([ 6.45485945, -2.17214091])"
830,7209,0,18.392333984375,"array([2196.73815918, 2009.40112305])","Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp","#330000
","array([ 5.84806105, -2.30326205])"
831,7202,0,21.199951171875,"array([2228.26818848, 1973.28704834])","Ferro-manganese, >2% carbon","#330000
","array([ 5.83432345, -2.34564157])"
832,7207,0,22.220458984375,"array([1560.39086914, 2127.79321289])","Rectangular iron or non-alloy steel bars, <.25%C, width< twice thicknes","#299fff
","array([ 6.39180022, -1.70973104])"
833,7205,0,15.1763916015625,"array([1783.43060303, 2718.27050781])",Granules of pig iron or spiegeleisen,"#299fff
","array([ 6.32862248, -2.09100319])"
834,7301,0,15.2421875,"array([1822.14318848, 2781.37158203])",Sheet piling of iron or steel,"#299fff
","array([ 6.18773708, -2.12384796])"
835,7210,0,22.632568359375,"array([2249.23571777, 2026.24658203])","Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m","#330000
","array([ 5.80700156, -2.31828694])"
836,7214,0,19.868896484375,"array([2206.59924316, 2198.28979492])","Bar/rod, iron or non-alloy steel, forged","#299fff
","array([ 6.2518528 , -1.70199145])"
837,7213,0,17.4013671875,"array([2207.19311523, 2160.16577148])",Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils,"#299fff
","array([ 6.28780504, -1.63344953])"
838,3405,0,15.139404296875,"array([2052.83190918, 2475.61694336])","Polishes, creams etc. for footwear or leather","#730049
","array([ 6.10757696, -1.95655835])"
839,4201,0,15.0123291015625,"array([2016.86785889, 1938.83660889])","Saddlery and harness, of any material","#6e451e
","array([ 5.87046388, -2.65520224])"
840,2803,0,15.4254150390625,"array([1544.55560303, 2201.77050781])","Carbon (carbon blacks and other forms of carbon, nes)","#330000
","array([ 6.37124788, -1.73123205])"
841,6807,0,15.197509765625,"array([1929.09777832, 2666.99755859])","Asphalt or similar material articles, in rolls","#299fff
","array([ 6.13766457, -2.07716873])"
842,2715,0,15.0347900390625,"array([1932.0692749 , 2711.39111328])","Bituminous mix, mastic from asphalt, bitumen/tar/pitc","#330000
","array([ 6.09436255, -2.15774697])"
843,2714,0,15.0181884765625,"array([1929.05084229, 2757.86035156])",Bituminous or oil shale and tar sands,"#330000
","array([ 6.06408285, -2.20835964])"
844,7408,0,18.53857421875,"array([2193.75708008, 1948.17895508])",Wire of refined copper > 6mm wide,"#330000
","array([ 5.76575612, -2.3838181 ])"
845,3901,0,24.498779296875,"array([2101.00476074, 1870.97631836])",Polyethylene - specific gravity <0.94 in primary form,"#9c9a87
","array([ 5.73960136, -2.47326529])"
846,2713,0,17.673095703125,"array([2154.29211426, 1926.35449219])","Petroleum coke, not calcined","#330000
","array([ 5.751362  , -2.43385397])"
847,6912,0,15.16943359375,"array([2082.27416992, 2098.98193359])","Ceramic housewares, except of porcelain or china","#299fff
","array([ 6.04233376, -2.24054408])"
848,8905,0,18.29638671875,"array([2025.08996582, 2050.75665283])",Dredgers,"#9c9a87
","array([ 6.03021743, -2.36311465])"
849,4015,0,15.57177734375,"array([1277.12121582, 2805.48535156])",Rubber surgical gloves,"#99ffff
","array([ 6.90185343, -1.88503657])"
850,4101,0,15.516845703125,"array([2342.4407959, 2577.6854248])","Bovine skins, whole, raw","#d1ff00
","array([ 5.9017511 , -1.82476731])"
851,4105,0,15.079345703125,"array([2344.48620605, 2653.61877441])","Sheep or lamb skin leather, vegetable pre-tanned","#d1ff00
","array([ 5.68336317, -1.80031051])"
852,4104,0,17.4658203125,"array([2767.85546875, 2241.10864258])","Bovine skin leather, whole","#d1ff00
","array([ 5.99311823, -1.47113809])"
853,4107,0,15.021484375,"array([2753.40649414, 2281.59667969])",Swine leather,"#d1ff00
","array([ 6.02009256, -1.52390203])"
854,7108,0,36.7177734375,"array([2316.3137207 , 2718.57165527])",Gold powder non-monetary,"#330000
","array([ 5.62096435, -1.8110647 ])"
855,4705,0,15.10888671875,"array([1310.89672852, 1970.14428711])",Semi-chemical wood pulp,"#9c9a87
","array([ 6.6816394 , -1.71156996])"
856,9402,0,15.3115234375,"array([1508.06738281, 2267.46533203])","Dentists, barbers or similar chairs and parts","#299fff
","array([ 6.44246066, -2.10245828])"
857,6214,0,15.2130126953125,"array([2008.98846436, 1891.51245117])","Shawls, scarves, etc, of silk etc, not knit","#6e451e
","array([ 5.92015382, -2.68482413])"
858,5105,0,15.1156005859375,"array([2042.15533447, 1838.62091064])",Carded wool,"#6e451e
","array([ 5.84975179, -2.7643661 ])"
859,4302,0,15.071044921875,"array([2130.70739746, 2292.57568359])","Tanned or dressed mink furskins, whole, unassembled","#299fff
","array([ 6.22268209, -1.75111696])"
860,9113,0,15.02099609375,"array([1403.56079102, 2786.24682617])","Watch straps etc & parts, of/clad with precious metal","#0576a6
","array([ 7.14834723, -2.12999857])"
861,4202,0,20.2587890625,"array([1416.61181641, 2845.40795898])","Trunks, suit-cases/etc, outer surface leather","#0576a6
","array([ 7.19267744, -2.12482419])"
862,5510,0,15.045166015625,"array([2062.95373535, 1963.81732178])","Yarn >85% artificial staple fibres, single, not retai","#6e451e
","array([ 5.93285207, -2.55066472])"
863,4303,0,15.0693359375,"array([2056.39941406, 1873.63006592])",Articles of apparel & clothing accessories of furskin,"#6e451e
","array([ 5.87321995, -2.70521643])"
864,4412,0,16.844970703125,"array([2301.65563965, 2112.00366211])",Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm,"#330000
","array([ 5.85659701, -1.76988086])"
865,4407,0,19.67626953125,"array([2268.70385742, 2155.08666992])","Lumber, coniferous (softwood) thickness < 6 mm","#330000
","array([ 5.93025567, -1.77044282])"
